ID,Year,State,Crop_Type,Rainfall (mm),Soil_Type,Irrigation_Area (ha),Crop_Yield (kg/ha)
5243,2006,Punjab,Wheat,548,Loamy,128,3761
5244,2019,Punjab,Wheat,575,Loamy,121,3962
5245,2000,Punjab,Rice,816,Loamy,120,3174
5246,2014,Punjab,Wheat,614,Loamy,104,3050
5247,2010,Punjab,Rice,935,Loamy,145,3287
5248,2003,Punjab,Rice,882,Alluvial,108,2936
5249,2008,Punjab,Rice,873,Loamy,161,3108
5250,2017,Punjab,Rice,879,Loamy,120,3402
5251,2001,Punjab,Rice,946,Loamy,117,2896
5252,2020,Punjab,Rice,972,Alluvial,116,2821
5253,2017,Punjab,Rice,812,Loamy,146,2991
5254,2017,Punjab,Wheat,477,Loamy,118,3893
5255,2010,Punjab,Rice,845,Loamy,125,3202
5256,2015,Punjab,Bajra,596,Alluvial,83,2070
5257,2004,Punjab,Wheat,578,Loamy,173,3112
5258,2006,Punjab,Wheat,440,Loamy,124,3862
5259,2019,Punjab,Wheat,504,Alluvial,120,3114
5260,2001,Punjab,Wheat,684,Alluvial,153,3023
5261,2005,Punjab,Bajra,545,Alluvial,57,1958
5262,2010,Punjab,Bajra,317,Alluvial,57,2664
5263,2006,Punjab,Bajra,336,Loamy,55,2137
5264,2012,Punjab,Rice,941,Loamy,155,3174
5265,2003,Punjab,Rice,926,Loamy,105,3361
5266,2007,Punjab,Wheat,472,Alluvial,107,2810
5267,2020,Punjab,Wheat,636,Alluvial,147,2773
5268,2014,Punjab,Rice,976,Loamy,171,3168
5269,2009,Punjab,Wheat,534,Loamy,159,3493
5270,2019,Punjab,Wheat,576,Loamy,128,3171
5271,2017,Punjab,Bajra,408,Loamy,88,2577
5272,2011,Punjab,Bajra,485,Alluvial,76,2394
5273,2002,Punjab,Bajra,515,Loamy,50,2498
5274,2012,Punjab,Bajra,300,Alluvial,87,2605
5275,2001,Punjab,Wheat,599,Loamy,101,3661
5276,2016,Punjab,Rice,916,Loamy,110,3399
5277,2019,Punjab,Rice,865,Loamy,177,3114
5278,2003,Punjab,Wheat,542,Alluvial,104,2920
5279,2007,Punjab,Bajra,312,Loamy,84,2290
5280,2000,Punjab,Rice,985,Loamy,130,2975
5281,2016,Punjab,Rice,1000,Loamy,118,2810
5282,2018,Punjab,Rice,890,Loamy,116,3224
5283,2006,Punjab,Rice,946,Alluvial,177,2792
5284,2017,Punjab,Rice,803,Loamy,162,3320
5285,2006,Punjab,Rice,865,Loamy,150,3445
5286,2016,Punjab,Wheat,496,Loamy,138,3739
5287,2018,Punjab,Wheat,641,Loamy,117,3143
5288,2016,Punjab,Bajra,532,Alluvial,87,2138
5289,2004,Punjab,Bajra,323,Alluvial,66,2083
5290,2009,Punjab,Bajra,347,Loamy,52,2882
5291,2020,Punjab,Wheat,552,Loamy,106,3474
5292,2014,Punjab,Bajra,331,Loamy,99,2207
5293,2014,Punjab,Rice,922,Loamy,150,3206
5294,2019,Punjab,Rice,997,Alluvial,170,2771
5295,2011,Punjab,Bajra,448,Alluvial,86,2429
5296,2007,Punjab,Bajra,321,Loamy,99,2582
5297,2013,Punjab,Rice,809,Loamy,117,3203
5298,2009,Punjab,Bajra,532,Alluvial,79,2430
5299,2010,Punjab,Wheat,455,Loamy,110,3509
5300,2011,Punjab,Bajra,302,Loamy,76,2412
5301,2017,Punjab,Wheat,432,Loamy,115,3153
5302,2007,Punjab,Bajra,411,Loamy,87,2063
5303,2014,Punjab,Bajra,498,Alluvial,81,2639
5304,2011,Punjab,Rice,932,Loamy,152,3247
5305,2002,Punjab,Bajra,589,Loamy,96,2660
5306,2000,Punjab,Wheat,546,Loamy,100,3507
5307,2020,Punjab,Bajra,313,Alluvial,80,2565
5308,2010,Punjab,Rice,896,Loamy,108,3359
5309,2009,Punjab,Bajra,508,Loamy,69,2742
5310,2003,Punjab,Wheat,573,Loamy,136,3283
5311,2019,Punjab,Wheat,565,Loamy,125,3833
5312,2008,Punjab,Wheat,542,Loamy,171,3145
5313,2001,Punjab,Wheat,605,Loamy,161,3572
5314,2007,Punjab,Bajra,561,Loamy,69,2886
5315,2002,Punjab,Wheat,486,Alluvial,116,3195
5316,2001,Punjab,Rice,884,Loamy,168,3465
5317,2018,Punjab,Wheat,415,Alluvial,116,3395
5318,2006,Punjab,Wheat,665,Alluvial,110,3321
5319,2007,Punjab,Bajra,306,Loamy,91,2456
5320,2005,Punjab,Rice,977,Loamy,167,3366
5321,2017,Punjab,Wheat,610,Loamy,115,3687
5322,2018,Punjab,Bajra,553,Loamy,96,2586
5323,2010,Punjab,Bajra,365,Loamy,70,2056
5324,2003,Punjab,Bajra,558,Loamy,95,2148
5325,2018,Punjab,Bajra,307,Alluvial,60,1867
5326,2001,Punjab,Wheat,694,Loamy,147,3428
5327,2018,Punjab,Wheat,560,Loamy,104,3811
5328,2000,Punjab,Rice,871,Loamy,108,3141
5329,2016,Punjab,Rice,979,Alluvial,145,3064
5330,2006,Punjab,Wheat,510,Loamy,152,3119
5331,2019,Punjab,Bajra,537,Loamy,92,2126
5332,2007,Punjab,Rice,850,Loamy,150,3330
5333,2013,Punjab,Rice,960,Loamy,158,2806
5334,2002,Punjab,Rice,866,Alluvial,146,2536
5335,2019,Punjab,Wheat,416,Alluvial,101,3334
5336,2002,Punjab,Wheat,407,Loamy,108,3849
5337,2009,Punjab,Wheat,479,Alluvial,136,3304
5338,2011,Punjab,Rice,951,Loamy,172,3228
5339,2018,Punjab,Bajra,540,Loamy,90,2064
5340,2002,Punjab,Rice,983,Loamy,147,3335
5341,2003,Punjab,Bajra,364,Alluvial,100,2290
5342,2002,Punjab,Rice,812,Loamy,107,2874
5343,2003,Punjab,Rice,903,Alluvial,177,3047
5344,2013,Punjab,Wheat,552,Loamy,170,3412
5345,2008,Punjab,Bajra,466,Alluvial,72,2434
5346,2020,Punjab,Rice,928,Loamy,140,3342
5347,2002,Punjab,Wheat,658,Alluvial,112,3228
5348,2018,Punjab,Bajra,322,Alluvial,71,2285
5349,2010,Punjab,Bajra,363,Loamy,70,2612
5350,2002,Punjab,Wheat,640,Loamy,163,3468
5351,2012,Punjab,Bajra,390,Loamy,72,2621
5352,2019,Punjab,Bajra,374,Loamy,60,2440
5353,2008,Punjab,Wheat,672,Alluvial,100,2728
5354,2000,Punjab,Wheat,420,Loamy,114,3430
5355,2007,Punjab,Rice,954,Alluvial,165,3186
5356,2018,Punjab,Bajra,493,Loamy,73,2489
5357,2007,Punjab,Rice,892,Alluvial,129,2614
5358,2011,Punjab,Rice,847,Loamy,120,3141
5359,2006,Punjab,Wheat,623,Loamy,116,3560
5360,2010,Punjab,Rice,880,Loamy,168,2960
5361,2016,Punjab,Wheat,495,Loamy,165,3366
5362,2020,Punjab,Rice,898,Loamy,114,3321
5363,2000,Punjab,Wheat,679,Alluvial,121,3118
5364,2014,Punjab,Wheat,580,Loamy,161,3609
5365,2007,Punjab,Wheat,671,Loamy,130,3726
5366,2000,Punjab,Bajra,516,Loamy,81,2861
5367,2006,Punjab,Bajra,564,Alluvial,65,2111
5368,2016,Punjab,Rice,989,Loamy,144,3450
5369,2017,Punjab,Rice,892,Loamy,139,3019
5370,2011,Punjab,Wheat,439,Alluvial,125,2999
5371,2019,Punjab,Wheat,438,Loamy,139,3250
5372,2005,Punjab,Wheat,600,Alluvial,146,3010
5373,2010,Punjab,Rice,976,Loamy,166,3189
5374,2011,Punjab,Bajra,449,Alluvial,52,2455
5375,2005,Punjab,Bajra,591,Alluvial,81,2574
5376,2012,Punjab,Wheat,664,Loamy,121,3881
5377,2016,Punjab,Wheat,656,Loamy,113,3798
5378,2000,Punjab,Wheat,418,Loamy,100,3581
5379,2001,Punjab,Wheat,652,Loamy,101,3744
5380,2005,Punjab,Bajra,382,Loamy,82,2662
5381,2015,Punjab,Wheat,619,Loamy,177,3434
5382,2004,Punjab,Bajra,488,Loamy,89,2400
5383,2017,Punjab,Bajra,585,Loamy,86,2961
5384,2012,Punjab,Wheat,414,Loamy,142,3648
5385,2018,Punjab,Rice,938,Loamy,175,2833
5386,2016,Punjab,Rice,848,Loamy,119,3202
5387,2019,Punjab,Bajra,305,Alluvial,89,2103
5388,2007,Punjab,Bajra,550,Loamy,62,2670
5389,2019,Punjab,Bajra,494,Loamy,68,2323
5390,2000,Punjab,Rice,961,Loamy,102,3260
5391,2020,Punjab,Rice,912,Loamy,147,2878
5392,2019,Punjab,Wheat,672,Loamy,129,3939
5393,2003,Punjab,Bajra,379,Loamy,93,2007
5394,2002,Punjab,Wheat,624,Alluvial,100,2739
5395,2002,Punjab,Rice,894,Alluvial,139,2749
5396,2016,Punjab,Rice,906,Loamy,130,3267
5397,2020,Punjab,Rice,898,Loamy,155,2862
5398,2016,Punjab,Wheat,681,Alluvial,134,3278
5399,2017,Punjab,Rice,951,Loamy,132,2839
5400,2020,Punjab,Wheat,576,Alluvial,176,3161
5401,2000,Punjab,Wheat,624,Loamy,180,3422
5402,2005,Punjab,Wheat,474,Loamy,145,3094
5403,2010,Punjab,Rice,925,Alluvial,120,3014
5404,2009,Punjab,Bajra,391,Loamy,68,2788
5405,2019,Punjab,Wheat,446,Loamy,145,3522
5406,2007,Punjab,Bajra,443,Alluvial,56,1899
5407,2006,Punjab,Wheat,561,Alluvial,178,2784
5408,2011,Punjab,Bajra,318,Alluvial,97,2444
5409,2009,Punjab,Bajra,457,Loamy,72,2620
5410,2003,Punjab,Bajra,389,Loamy,64,2638
5411,2016,Punjab,Bajra,472,Loamy,58,2042
5412,2018,Punjab,Rice,923,Alluvial,164,2813
5413,2001,Punjab,Rice,899,Loamy,145,3420
5414,2002,Punjab,Rice,948,Alluvial,125,3129
5415,2019,Punjab,Bajra,520,Alluvial,82,2418
5416,2018,Punjab,Bajra,376,Loamy,66,2322
5417,2017,Punjab,Wheat,642,Loamy,116,3737
5418,2014,Punjab,Bajra,538,Loamy,53,2807
5419,2003,Punjab,Wheat,567,Loamy,110,3311
5420,2008,Punjab,Rice,989,Loamy,167,3022
5421,2019,Punjab,Rice,804,Loamy,134,2833
5422,2010,Punjab,Bajra,434,Loamy,80,2514
5423,2008,Punjab,Rice,973,Alluvial,144,2552
5424,2012,Punjab,Wheat,641,Loamy,114,3307
5425,2018,Punjab,Bajra,481,Loamy,96,2330
5426,2011,Punjab,Bajra,528,Loamy,59,2927
5427,2011,Punjab,Wheat,444,Alluvial,100,3420
5428,2015,Punjab,Rice,994,Alluvial,137,2719
5429,2002,Punjab,Bajra,461,Alluvial,85,2373
5430,2017,Punjab,Rice,981,Loamy,108,2915
5431,2004,Punjab,Rice,836,Alluvial,163,2732
5432,2003,Punjab,Rice,813,Alluvial,130,2904
5433,2011,Punjab,Wheat,652,Loamy,156,3916
5434,2018,Punjab,Bajra,516,Loamy,94,2998
5435,2018,Punjab,Rice,896,Loamy,158,3148
5436,2014,Punjab,Wheat,626,Loamy,142,3948
5437,2018,Punjab,Rice,899,Loamy,101,3065
5438,2008,Punjab,Bajra,570,Loamy,75,2337
5439,2003,Punjab,Bajra,446,Loamy,89,2157
5440,2012,Punjab,Rice,969,Loamy,130,3337
5441,2005,Punjab,Bajra,398,Alluvial,54,2064
5442,2013,Punjab,Bajra,365,Loamy,82,2745
5443,2020,Punjab,Rice,886,Alluvial,142,2577
5444,2018,Punjab,Wheat,593,Loamy,177,3784
5445,2016,Punjab,Wheat,492,Loamy,156,3948
5446,2017,Punjab,Bajra,386,Alluvial,80,2383
5447,2018,Punjab,Wheat,671,Loamy,113,3722
5448,2009,Punjab,Bajra,416,Alluvial,90,2316
5449,2017,Punjab,Rice,833,Loamy,145,3344
5450,2015,Punjab,Wheat,684,Alluvial,127,3185
5451,2000,Punjab,Bajra,579,Loamy,91,2948
5452,2014,Punjab,Wheat,553,Alluvial,105,2876
5453,2012,Punjab,Bajra,335,Loamy,74,2999
5454,2015,Punjab,Bajra,534,Loamy,65,2625
5455,2019,Punjab,Bajra,512,Loamy,87,2112
5456,2015,Punjab,Bajra,391,Loamy,65,2298
5457,2016,Punjab,Wheat,467,Loamy,115,3693
5458,2003,Punjab,Wheat,494,Loamy,137,3035
5459,2002,Punjab,Rice,921,Loamy,102,3422
5460,2006,Punjab,Rice,885,Loamy,158,3095
5461,2013,Punjab,Rice,964,Alluvial,152,3003
5462,2014,Punjab,Rice,802,Loamy,167,3083
5463,2000,Punjab,Wheat,492,Alluvial,142,3369
5464,2017,Punjab,Rice,907,Loamy,171,2812
5465,2007,Punjab,Bajra,444,Loamy,52,2598
5466,2018,Punjab,Bajra,349,Alluvial,59,2578
5467,2018,Punjab,Wheat,540,Loamy,139,3296
5468,2016,Punjab,Rice,884,Alluvial,111,2976
5469,2000,Punjab,Wheat,473,Alluvial,170,3491
5470,2000,Punjab,Wheat,559,Loamy,177,3388
5471,2012,Punjab,Wheat,419,Loamy,111,3225
5472,2003,Punjab,Rice,923,Alluvial,131,2542
5473,2008,Punjab,Rice,896,Alluvial,116,2619
5474,2018,Punjab,Wheat,689,Loamy,155,3161
5475,2015,Punjab,Rice,858,Loamy,173,3240
5476,2018,Punjab,Rice,953,Loamy,142,2963
5477,2011,Punjab,Rice,879,Loamy,125,3002
5478,2015,Punjab,Rice,927,Loamy,118,3357
5479,2011,Punjab,Rice,814,Alluvial,146,2567
5480,2002,Punjab,Rice,807,Loamy,149,2867
5481,2000,Punjab,Wheat,525,Loamy,136,3104
5482,2020,Punjab,Bajra,321,Alluvial,97,2665
5483,2010,Punjab,Wheat,562,Alluvial,120,2742
5484,2004,Punjab,Rice,886,Loamy,172,3064
5485,2005,Punjab,Bajra,363,Loamy,82,2525
5486,2004,Punjab,Bajra,482,Loamy,99,2221
5487,2014,Punjab,Rice,925,Alluvial,101,2502
5488,2012,Punjab,Bajra,491,Loamy,54,2963
5489,2019,Punjab,Rice,883,Loamy,174,3332
5490,2017,Punjab,Wheat,516,Loamy,172,3389
5491,2012,Punjab,Wheat,693,Loamy,180,3512
5492,2011,Punjab,Wheat,405,Loamy,175,3002
5493,2013,Punjab,Bajra,497,Loamy,64,2256
5494,2002,Punjab,Wheat,562,Loamy,130,3782
5495,2002,Punjab,Rice,999,Loamy,166,3161
5496,2013,Punjab,Rice,937,Alluvial,157,3068
5497,2009,Punjab,Wheat,453,Loamy,112,3302
5498,2002,Punjab,Bajra,561,Loamy,50,2095
5499,2008,Punjab,Rice,866,Loamy,110,3099
5500,2016,Punjab,Rice,894,Loamy,166,3350
5501,2013,Punjab,Bajra,396,Loamy,91,2085
5502,2019,Punjab,Bajra,433,Loamy,98,2312
5503,2010,Punjab,Rice,908,Loamy,129,3248
5504,2019,Punjab,Rice,853,Loamy,108,2827
5505,2019,Punjab,Bajra,539,Loamy,67,2042
5506,2005,Punjab,Wheat,498,Alluvial,101,2956
5507,2006,Punjab,Bajra,365,Loamy,80,2477
5508,2004,Punjab,Rice,878,Loamy,167,3297
5509,2016,Punjab,Rice,817,Loamy,139,3131
5510,2014,Punjab,Bajra,500,Loamy,53,2888
5511,2015,Punjab,Rice,942,Loamy,104,3469
5512,2000,Punjab,Wheat,480,Loamy,135,3949
5513,2019,Punjab,Bajra,349,Loamy,59,2853
5514,2006,Punjab,Wheat,418,Loamy,166,3248
5515,2011,Punjab,Wheat,669,Loamy,110,3824
5516,2015,Punjab,Rice,881,Alluvial,140,2978
5517,2003,Punjab,Rice,986,Alluvial,167,2684
5518,2011,Punjab,Wheat,633,Loamy,173,3155
5519,2017,Punjab,Wheat,608,Alluvial,167,2823
5520,2001,Punjab,Rice,955,Alluvial,129,2575
5521,2006,Punjab,Wheat,644,Loamy,142,3786
5522,2017,Punjab,Bajra,447,Loamy,78,2741
5523,2016,Punjab,Wheat,469,Alluvial,133,2893
5524,2014,Punjab,Bajra,462,Loamy,86,2437
5525,2001,Punjab,Wheat,645,Alluvial,160,3013
5526,2020,Punjab,Wheat,566,Alluvial,154,3486
5527,2020,Punjab,Bajra,442,Loamy,85,2465
5528,2020,Punjab,Bajra,559,Alluvial,83,2513
5529,2017,Punjab,Wheat,672,Loamy,165,3910
5530,2008,Punjab,Wheat,574,Loamy,149,3538
5531,2017,Punjab,Wheat,525,Loamy,135,3521
5532,2006,Punjab,Wheat,582,Loamy,167,3030
5533,2019,Punjab,Rice,847,Loamy,121,3480
5534,2002,Punjab,Bajra,390,Alluvial,86,2353
5535,2011,Punjab,Wheat,473,Alluvial,163,3399
5536,2013,Punjab,Wheat,658,Loamy,104,3540
5537,2002,Punjab,Wheat,492,Loamy,149,3575
5538,2012,Punjab,Rice,984,Loamy,102,3091
5539,2011,Punjab,Wheat,474,Loamy,100,3775
5540,2008,Punjab,Rice,875,Loamy,118,3040
5541,2016,Punjab,Bajra,488,Loamy,83,2914
5542,2006,Punjab,Bajra,589,Alluvial,76,2506
5543,2017,Punjab,Bajra,320,Loamy,66,2894
5544,2019,Punjab,Bajra,463,Loamy,58,2388
5545,2009,Punjab,Bajra,458,Loamy,52,2064
5546,2019,Punjab,Rice,940,Loamy,106,3372
5547,2015,Punjab,Wheat,460,Loamy,131,3770
5548,2017,Punjab,Wheat,558,Loamy,156,3298
5549,2008,Punjab,Rice,958,Alluvial,159,2770
5550,2014,Punjab,Rice,936,Loamy,142,3373
5551,2000,Punjab,Rice,804,Loamy,170,2811
5552,2008,Punjab,Rice,968,Alluvial,159,3052
5553,2010,Punjab,Bajra,307,Loamy,87,2421
5554,2020,Punjab,Bajra,509,Alluvial,50,1805
5555,2001,Punjab,Rice,977,Loamy,169,3411
5556,2009,Punjab,Rice,903,Loamy,140,3440
5557,2004,Punjab,Bajra,459,Alluvial,85,1913
5558,2011,Punjab,Rice,982,Alluvial,104,2564
5559,2000,Punjab,Wheat,539,Loamy,118,3983
5560,2011,Punjab,Wheat,433,Loamy,147,3427
5561,2009,Punjab,Bajra,360,Alluvial,94,2033
5562,2002,Punjab,Rice,981,Loamy,111,3034
5563,2017,Punjab,Bajra,595,Loamy,82,2781
5564,2005,Punjab,Bajra,363,Loamy,78,2222
5565,2011,Punjab,Wheat,539,Alluvial,123,3299
5566,2006,Punjab,Bajra,480,Loamy,100,2559
5567,2010,Punjab,Wheat,513,Loamy,123,3697
5568,2000,Punjab,Rice,809,Loamy,155,3321
5569,2009,Punjab,Rice,984,Loamy,130,3237
5570,2007,Punjab,Wheat,571,Alluvial,132,3083
5571,2011,Punjab,Wheat,627,Loamy,126,3385
5572,2019,Punjab,Wheat,671,Loamy,174,3767
5573,2011,Punjab,Bajra,549,Loamy,92,2120
5574,2009,Punjab,Bajra,385,Loamy,75,2297
5575,2013,Punjab,Bajra,324,Loamy,98,2936
5576,2018,Punjab,Rice,999,Loamy,107,3214
5577,2020,Punjab,Rice,854,Loamy,174,2920
5578,2008,Punjab,Rice,983,Loamy,173,3349
5579,2010,Punjab,Wheat,445,Loamy,139,3158
5580,2003,Punjab,Rice,854,Loamy,125,3416
5581,2014,Punjab,Wheat,614,Loamy,124,3940
5582,2014,Punjab,Bajra,585,Loamy,71,2358
5583,2006,Punjab,Rice,967,Alluvial,161,2842
5584,2010,Punjab,Rice,828,Loamy,166,3458
5585,2010,Punjab,Bajra,470,Loamy,67,2110
5586,2004,Punjab,Bajra,567,Loamy,62,2527
5587,2016,Punjab,Rice,872,Loamy,143,3063
5588,2007,Punjab,Bajra,370,Loamy,99,2675
5589,2013,Punjab,Wheat,428,Loamy,121,3145
5590,2014,Punjab,Bajra,350,Alluvial,60,1873
5591,2016,Punjab,Wheat,529,Alluvial,114,3145
5592,2007,Punjab,Wheat,609,Loamy,151,3394
5593,2009,Punjab,Rice,839,Loamy,107,2931
5594,2008,Punjab,Bajra,408,Alluvial,65,2535
5595,2005,Punjab,Bajra,491,Alluvial,53,1945
5596,2013,Punjab,Bajra,397,Loamy,76,2199
5597,2020,Punjab,Bajra,404,Loamy,76,2254
5598,2010,Punjab,Wheat,542,Alluvial,161,3306
5599,2011,Punjab,Rice,982,Loamy,124,3399
5600,2017,Punjab,Rice,839,Alluvial,177,2915
5601,2006,Punjab,Wheat,609,Loamy,103,3564
5602,2000,Punjab,Rice,927,Loamy,155,3348
5603,2013,Punjab,Rice,897,Loamy,145,3158
5604,2006,Punjab,Wheat,453,Loamy,119,3863
5605,2018,Punjab,Bajra,574,Loamy,85,2264
5606,2003,Punjab,Bajra,537,Loamy,56,2912
5607,2013,Punjab,Bajra,511,Loamy,64,2564
5608,2017,Punjab,Wheat,643,Loamy,108,3315
5609,2006,Punjab,Wheat,469,Alluvial,167,3034
5610,2020,Punjab,Bajra,393,Loamy,51,2770
5611,2003,Punjab,Bajra,502,Alluvial,62,2214
5612,2017,Punjab,Wheat,400,Loamy,161,3797
5613,2017,Punjab,Wheat,557,Loamy,169,3009
5614,2018,Punjab,Wheat,529,Alluvial,162,3077
5615,2008,Punjab,Bajra,500,Loamy,95,2766
5616,2007,Punjab,Rice,975,Loamy,132,3465
5617,2002,Punjab,Bajra,520,Alluvial,74,2309
5618,2006,Punjab,Rice,894,Loamy,132,2876
5619,2015,Punjab,Wheat,633,Loamy,137,3935
5620,2012,Punjab,Bajra,356,Loamy,61,2413
5621,2020,Punjab,Rice,815,Loamy,122,2899
5622,2003,Punjab,Bajra,387,Loamy,79,2410
5623,2001,Punjab,Bajra,322,Loamy,54,2090
5624,2007,Punjab,Wheat,624,Alluvial,107,3081
5625,2007,Punjab,Bajra,434,Loamy,51,2945
5626,2007,Punjab,Rice,982,Loamy,108,3045
5627,2012,Punjab,Bajra,318,Loamy,71,2982
5628,2020,Punjab,Rice,875,Loamy,110,3379
5629,2014,Punjab,Rice,895,Loamy,180,2804
5630,2010,Punjab,Bajra,343,Loamy,93,2047
5631,2014,Punjab,Rice,869,Loamy,135,3086
5632,2020,Punjab,Rice,928,Loamy,102,3328
5633,2002,Punjab,Bajra,430,Loamy,83,2863
5634,2007,Punjab,Bajra,448,Loamy,79,2084
5635,2003,Punjab,Rice,883,Loamy,102,3137
5636,2002,Punjab,Rice,972,Alluvial,130,3134
5637,2013,Punjab,Rice,897,Loamy,164,3381
5638,2012,Punjab,Bajra,341,Alluvial,55,2114
5639,2007,Punjab,Wheat,447,Alluvial,162,3157
5640,2012,Punjab,Wheat,448,Loamy,170,3578
5641,2004,Punjab,Rice,895,Loamy,138,3090
5642,2005,Punjab,Bajra,403,Loamy,87,2851
5643,2014,Punjab,Rice,984,Loamy,155,3027
5644,2018,Punjab,Bajra,459,Alluvial,93,2423
5645,2000,Punjab,Rice,994,Alluvial,106,2627
5646,2009,Punjab,Wheat,695,Loamy,101,3085
5647,2020,Punjab,Bajra,324,Alluvial,77,2650
5648,2008,Punjab,Rice,917,Loamy,135,3032
5649,2002,Punjab,Rice,804,Loamy,159,3128
5650,2002,Punjab,Bajra,511,Alluvial,62,2019
5651,2001,Punjab,Rice,930,Loamy,154,3416
5652,2015,Punjab,Wheat,465,Loamy,177,3138
5653,2010,Punjab,Rice,830,Loamy,104,3401
5654,2010,Punjab,Wheat,520,Loamy,157,3373
5655,2000,Punjab,Rice,881,Loamy,123,3122
5656,2009,Punjab,Bajra,514,Alluvial,90,2120
5657,2012,Punjab,Wheat,473,Alluvial,129,3137
5658,2005,Punjab,Bajra,524,Loamy,87,2647
5659,2017,Punjab,Wheat,450,Alluvial,129,3306
5660,2007,Punjab,Bajra,547,Alluvial,51,2670
5661,2020,Punjab,Rice,972,Loamy,124,3016
5662,2020,Punjab,Rice,952,Loamy,152,3337
5663,2009,Punjab,Wheat,601,Alluvial,170,3207
5664,2016,Punjab,Wheat,474,Loamy,114,3082
5665,2002,Punjab,Bajra,559,Alluvial,99,2579
5666,2017,Punjab,Wheat,541,Loamy,167,3320
5667,2002,Punjab,Rice,910,Loamy,129,3139
5668,2002,Punjab,Wheat,543,Loamy,156,3934
5669,2009,Punjab,Rice,857,Alluvial,123,3034
5670,2006,Punjab,Bajra,596,Alluvial,58,2518
5671,2017,Punjab,Bajra,422,Loamy,51,2794
5672,2010,Punjab,Bajra,321,Loamy,54,2132
5673,2006,Punjab,Wheat,678,Loamy,127,3904
5674,2020,Punjab,Rice,955,Loamy,123,2851
5675,2009,Punjab,Bajra,452,Loamy,69,2058
5676,2010,Punjab,Bajra,385,Loamy,56,2917
5677,2001,Punjab,Bajra,569,Loamy,73,2981
5678,2018,Punjab,Rice,922,Alluvial,124,2694
5679,2007,Punjab,Wheat,493,Alluvial,171,2779
5680,2008,Punjab,Rice,870,Loamy,109,3286
5681,2010,Punjab,Rice,946,Alluvial,169,2636
5682,2000,Punjab,Wheat,569,Loamy,156,3614
5683,2002,Punjab,Rice,941,Loamy,155,3361
5684,2017,Punjab,Rice,984,Loamy,165,3020
5685,2008,Punjab,Wheat,531,Loamy,122,3295
5686,2019,Punjab,Bajra,480,Loamy,74,2755
5687,2010,Punjab,Rice,830,Loamy,117,3363
5688,2018,Punjab,Wheat,528,Loamy,121,3262
5689,2002,Punjab,Rice,995,Loamy,173,2944
5690,2009,Punjab,Bajra,505,Alluvial,58,1967
5691,2012,Punjab,Bajra,434,Loamy,70,2243
5692,2000,Punjab,Rice,909,Loamy,165,3063
5693,2019,Punjab,Wheat,594,Loamy,150,3046
5694,2010,Punjab,Wheat,424,Alluvial,144,3246
5695,2012,Punjab,Rice,890,Alluvial,148,2747
5696,2016,Punjab,Bajra,358,Loamy,55,2671
5697,2003,Punjab,Bajra,489,Loamy,87,2956
5698,2020,Punjab,Bajra,449,Alluvial,96,1926
5699,2003,Punjab,Bajra,397,Alluvial,81,2106
5700,2013,Punjab,Rice,884,Loamy,101,3254
5701,2019,Punjab,Rice,845,Loamy,121,2911
5702,2001,Punjab,Bajra,459,Loamy,82,2052
5703,2003,Punjab,Wheat,419,Loamy,148,3064
5704,2008,Punjab,Wheat,611,Alluvial,147,2767
5705,2003,Punjab,Bajra,583,Alluvial,87,2527
5706,2003,Punjab,Bajra,455,Loamy,66,2075
5707,2004,Punjab,Bajra,482,Loamy,76,2918
5708,2016,Punjab,Wheat,563,Loamy,106,3834
5709,2012,Punjab,Rice,981,Alluvial,169,3150
5710,2005,Punjab,Wheat,641,Alluvial,142,3263
5711,2012,Punjab,Bajra,572,Loamy,90,2903
5712,2020,Punjab,Rice,911,Loamy,134,3485
5713,2008,Punjab,Rice,912,Alluvial,134,2996
5714,2009,Punjab,Rice,884,Loamy,174,3062
5715,2001,Punjab,Rice,863,Loamy,108,3408
5716,2007,Punjab,Bajra,307,Loamy,81,2556
5717,2000,Punjab,Rice,937,Alluvial,132,2946
5718,2005,Punjab,Rice,874,Loamy,166,2805
5719,2020,Punjab,Wheat,466,Loamy,166,3395
5720,2006,Punjab,Rice,882,Loamy,147,2861
5721,2007,Punjab,Bajra,585,Loamy,66,2496
5722,2011,Punjab,Rice,820,Loamy,141,2851
5723,2006,Punjab,Bajra,485,Alluvial,72,2200
5724,2004,Punjab,Rice,868,Alluvial,124,3105
5725,2002,Punjab,Rice,914,Loamy,129,3014
5726,2014,Punjab,Wheat,634,Alluvial,163,3256
5727,2019,Punjab,Rice,919,Loamy,164,3281
5728,2020,Punjab,Wheat,411,Loamy,158,3015
5729,2007,Punjab,Bajra,330,Loamy,86,2845
5730,2009,Punjab,Wheat,490,Loamy,175,3656
5731,2004,Punjab,Bajra,463,Loamy,55,2425
5732,2016,Punjab,Rice,838,Loamy,147,2828
5733,2008,Punjab,Rice,802,Loamy,120,3461
5734,2018,Punjab,Bajra,586,Alluvial,68,2511
5735,2007,Punjab,Rice,838,Alluvial,161,2875
5736,2006,Punjab,Wheat,675,Alluvial,133,3414
5737,2010,Punjab,Bajra,355,Loamy,91,2383
5738,2010,Punjab,Bajra,311,Loamy,85,2303
5739,2010,Punjab,Bajra,547,Loamy,61,2797
5740,2000,Punjab,Rice,928,Loamy,128,3044
5741,2001,Punjab,Rice,819,Loamy,160,3093
